City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Weather Description
290,hilo,19.7297,-155.09,25.85,77,100,4.63,US,overcast clouds
291,shalqar,47.8333,59.6,7.91,60,100,6.85,KZ,overcast clouds
292,mokhsogollokh,61.4681,128.9203,-28.64,99,45,1.53,RU,scattered clouds
293,trincomalee,8.5711,81.2335,27.24,80,95,4.97,LK,overcast clouds
294,seferihisar,38.1969,26.839,10.47,73,43,3.5,TR,scattered clouds
295,gadzhiyevo,69.2551,33.3362,-11.55,98,82,0.72,RU,broken clouds
296,kuta,-8.7233,115.1723,28.97,74,40,2.24,ID,scattered clouds
297,ciudad constitucion,25.0369,-111.6644,23.63,56,1,5.38,MX,clear sky
298,igarka,67.4667,86.5833,-19.68,97,98,5.14,RU,overcast clouds
299,abadan,30.3392,48.3043,16.97,72,0,1.03,IR,clear sky
300,zapolyarnyy,69.4154,30.8136,-15.4,96,72,3.06,RU,broken clouds
301,pampa del indio,-26.0647,-59.919,22.13,98,100,2.41,AR,overcast clouds
302,zaozersk,69.4005,32.4476,-7.68,92,92,1.41,RU,overcast clouds
303,lamia,38.9,22.4333,10.06,80,100,1.31,GR,overcast clouds
304,carnarvon,-24.8667,113.6333,21.76,64,100,6.34,AU,overcast clouds
305,magadan,59.5667,150.8,-10.26,70,100,3.06,RU,overcast clouds
306,reggane,26.7158,0.1714,16.46,29,0,3.5,DZ,clear sky
307,new norfolk,-42.7826,147.0587,13.84,62,100,1.76,AU,overcast clouds
308,ryotsu-minato,38.0833,138.4333,13.44,69,88,11.73,JP,overcast clouds
309,vernon,50.2581,-119.2691,4.34,70,59,0.0,CA,broken clouds
310,carloforte,39.145,8.3058,16.11,84,100,9.72,IT,overcast clouds
311,rabo de peixe,37.8,-25.5833,16.73,99,40,1.03,PT,scattered clouds
312,baijiantan,45.6333,85.1833,0.83,77,7,1.62,CN,clear sky
313,araioses,-2.89,-41.9031,26.66,81,100,4.89,BR,overcast clouds
314,chipinge,-20.1883,32.6236,17.23,71,82,1.67,ZW,broken clouds
315,san patricio,28.017,-97.5169,13.24,44,100,2.37,US,overcast clouds
316,saynshand,44.8824,110.1163,-17.2,76,3,3.43,MN,clear sky
317,crane,31.3974,-102.3501,8.96,41,100,4.49,US,overcast clouds
318,viedma,-40.8135,-62.9967,16.44,80,100,9.89,AR,light rain
319,empalme,27.9667,-110.8167,24.64,55,12,1.59,MX,few clouds
320,yallahs,17.8748,-76.5624,29.85,82,8,3.53,JM,clear sky
321,bel ombre,-4.6167,55.4167,25.91,83,20,1.03,SC,few clouds
322,isiolo,0.3546,37.5822,20.0,74,90,1.28,KE,overcast clouds
323,waingapu,-9.6567,120.2641,29.45,65,76,0.69,ID,broken clouds
324,kongwa,-6.2,36.4167,20.02,86,57,1.4,TZ,broken clouds
325,box elder,41.5005,-112.8764,-0.97,79,6,0.37,US,clear sky
326,witu,-2.3889,40.4382,23.09,87,100,1.19,KE,light rain
327,callao,-12.0667,-77.15,23.73,73,0,7.2,PE,clear sky
328,saldanha,-33.0117,17.9442,19.03,96,13,5.94,ZA,few clouds
329,wakkanai,45.4094,141.6739,1.99,92,75,8.23,JP,light shower sleet
330,millau,44.0833,2.9167,9.07,91,100,7.22,FR,light rain
331,yaren,-0.5472,166.916,28.82,72,100,1.29,NR,overcast clouds
332,mont-laurier,46.5501,-75.4993,0.79,83,12,3.57,CA,few clouds
333,vilyuysk,63.7553,121.6247,-15.0,90,100,4.02,RU,overcast clouds
334,milford haven,51.7128,-5.0341,5.62,88,89,6.2,GB,overcast clouds
335,parthenay,46.6667,-0.4167,8.3,90,90,6.28,FR,overcast clouds
336,morden,49.1919,-98.1014,-13.08,72,0,1.03,CA,clear sky
337,enoch,37.7733,-113.0244,1.14,61,0,1.54,US,clear sky
338,hirara,24.8,125.2833,23.15,56,20,10.29,JP,few clouds
339,lesnoy gorodok,55.6389,37.2083,-2.1,86,100,6.0,RU,overcast clouds
340,taitung city,22.7583,121.1444,22.15,88,75,2.06,TW,broken clouds
341,poggio di chiesanuova,43.9045,12.4214,8.09,74,75,4.12,SM,light rain
342,mumford,5.2618,-0.759,26.18,82,16,1.56,GH,few clouds
343,pemba,-12.974,40.5178,27.39,94,20,1.54,MZ,few clouds
344,susuman,62.7833,148.1667,-17.92,96,100,2.58,RU,overcast clouds
345,argenton-sur-creuse,46.59,1.5198,9.19,91,100,6.41,FR,overcast clouds
346,black river,18.0264,-77.8487,25.92,81,0,2.25,JM,clear sky
347,sao joao da barra,-21.6403,-41.0511,25.05,88,100,4.72,BR,overcast clouds
348,barpeta road,26.5028,90.9694,16.77,70,100,2.18,IN,overcast clouds
349,dawei,14.0833,98.2,25.57,68,99,2.89,MM,overcast clouds
350,hammerfest,70.6634,23.6821,-4.75,68,0,1.03,NO,clear sky
351,toliara,-23.35,43.6667,22.38,85,7,1.88,MG,clear sky
352,saguenay,48.4168,-71.0657,2.46,84,75,6.17,CA,broken clouds
353,turriff,57.5384,-2.4593,3.21,88,99,3.19,GB,moderate rain
354,bay harbor,30.1471,-85.6146,11.63,70,0,2.57,US,clear sky
355,port isabel,26.0734,-97.2086,14.02,74,100,7.72,US,overcast clouds
356,zag,46.9441,99.165,-17.98,87,3,2.74,MN,clear sky
357,kralendijk,12.15,-68.2667,27.99,78,40,6.69,BQ,scattered clouds
358,bojnurd,37.4747,57.329,7.97,57,0,0.0,IR,clear sky
359,prado,-17.3411,-39.2208,23.31,91,65,1.71,BR,broken clouds
360,fortuna,40.5982,-124.1573,16.19,63,0,0.45,US,clear sky
361,aswan,24.0934,32.907,16.61,48,0,3.6,EG,clear sky
362,moyale,3.5167,39.0584,19.14,44,17,3.09,KE,few clouds
363,brookings,44.3114,-96.7984,-9.0,79,100,2.57,US,overcast clouds
364,neftcala,39.3742,49.2472,11.82,64,100,11.11,AZ,overcast clouds
365,akureyri,65.6835,-18.0878,-0.04,100,100,0.0,IS,overcast clouds
366,jinjing,24.575,118.5972,21.23,74,0,10.0,CN,clear sky
367,atbara,17.7022,33.9864,23.87,55,0,4.69,SD,clear sky
368,kailua-kona,19.6406,-155.9956,26.98,82,75,3.09,US,broken clouds
369,yorkton,51.2167,-102.4677,-7.09,86,100,4.63,CA,overcast clouds
370,tongchuanshi,35.0806,109.0897,5.0,35,0,1.36,CN,clear sky
371,kosh-agach,50.0,88.6667,-17.05,98,100,0.89,RU,overcast clouds
372,port blair,11.6667,92.75,28.02,78,40,3.6,IN,scattered clouds
373,thohoyandou,-22.9456,30.485,21.84,42,0,1.2,ZA,clear sky
374,craig,40.5153,-107.5464,-7.21,79,0,0.0,US,clear sky
375,pacific grove,36.6177,-121.9166,17.82,37,62,0.45,US,broken clouds
376,kapuskasing,49.4169,-82.4331,-11.95,79,75,5.66,CA,light snow
377,san luis,-33.295,-66.3356,27.49,38,14,7.08,AR,few clouds
378,illizi,26.4833,8.4667,12.89,28,0,2.0,DZ,clear sky
379,zinjibar,13.1287,45.3807,25.01,75,92,2.23,YE,overcast clouds
380,bhawana,31.5692,72.649,15.93,40,62,2.71,PK,broken clouds
381,rayon,19.1444,-99.5836,11.2,88,91,0.77,MX,light rain
382,ninh binh,20.2539,105.975,22.66,67,22,1.54,VN,few clouds
383,floro,61.5996,5.0328,-2.02,69,46,3.6,NO,scattered clouds
384,uelsen,52.5,6.8833,1.44,89,100,8.36,DE,overcast clouds
385,baukau,51.5526,7.2042,1.69,97,100,2.24,DE,snow
386,sola,-13.8833,167.55,27.37,89,100,3.09,VU,overcast clouds
387,kerikeri,-35.2268,173.9474,22.52,46,6,4.62,NZ,clear sky
388,puerto escondido,15.85,-97.0667,27.17,78,20,1.84,MX,few clouds
389,najaf,31.9985,44.3398,18.65,52,68,4.63,IQ,broken clouds
390,malvan,16.0667,73.4667,24.39,80,8,2.33,IN,clear sky
391,ust'-ilimsk,58.0006,102.6619,-22.8,100,97,1.02,RU,overcast clouds
392,tura,25.5198,90.2201,18.58,68,100,1.17,IN,overcast clouds
393,aromashevo,56.8602,68.6375,0.34,89,100,6.47,RU,overcast clouds
394,umm ruwaba,12.9061,31.2158,24.75,25,0,4.48,SD,clear sky
395,marsabit,2.3284,37.9899,19.27,76,22,2.34,KE,few clouds
396,ambon,-3.6954,128.1814,31.08,62,40,1.54,ID,scattered clouds
397,bereznik,62.8551,42.7072,-3.97,88,100,5.14,RU,overcast clouds
398,zhangye,38.9342,100.4517,0.99,40,74,0.65,CN,broken clouds
399,bidhuna,26.8022,79.5088,16.1,56,6,2.1,IN,clear sky
400,hithadhoo,-0.6,73.0833,27.6,75,14,2.28,MV,few clouds
401,sitka,57.0531,-135.33,6.94,81,100,3.6,US,light rain
402,linxia chengguanzhen,35.6003,103.2064,2.48,39,95,0.37,CN,overcast clouds
403,nadym,65.5333,72.5167,-7.71,96,100,4.14,RU,light snow
404,birjand,32.8663,59.2211,6.26,56,0,3.09,IR,clear sky
405,kirillov,59.863,38.3813,-1.68,92,100,5.33,RU,overcast clouds
406,boyolangu,-8.1181,111.8935,26.73,77,99,2.99,ID,overcast clouds
407,yokadouma,3.5167,15.05,21.37,92,62,0.89,CM,broken clouds
408,homer,59.6425,-151.5483,5.93,65,75,9.26,US,broken clouds
409,south hedland,-20.4089,118.5983,28.96,54,0,9.26,AU,clear sky
410,la passe,45.5549,-0.8967,11.1,80,62,8.77,FR,broken clouds
411,geraldton,-28.7667,114.6,23.23,53,100,4.63,AU,overcast clouds
412,antananarivo,-18.9137,47.5361,16.98,100,40,1.03,MG,scattered clouds
413,kuanda,56.3161,116.0806,-21.48,91,100,1.45,RU,overcast clouds
414,santyoku,37.4406,129.1708,4.41,42,0,7.31,KR,clear sky
415,piti village,13.4626,144.6933,28.72,89,75,6.69,GU,mist
416,albertina,-22.2008,-46.6158,18.1,96,99,2.25,BR,overcast clouds
417,manavalakurichi,8.1333,77.3,25.58,82,100,3.65,IN,light rain
418,san antonio de pale,-1.4014,5.6325,26.26,82,92,3.35,GQ,light rain
419,coahuayana de hidalgo,18.7,-103.6583,27.45,65,100,0.76,MX,overcast clouds
420,aras-asan,8.8908,126.3033,28.1,74,65,0.67,PH,moderate rain
421,uyar,55.81,94.3153,-24.67,100,38,0.83,RU,scattered clouds
422,santana,-0.0583,-51.1817,27.1,89,75,4.12,BR,thunderstorm
423,bentiu,9.2333,29.8333,25.68,50,10,1.32,SS,clear sky
424,margate,51.3813,1.3862,6.61,87,100,5.36,GB,light rain
425,salaga,8.5508,-0.5188,26.2,72,64,1.87,GH,broken clouds
426,yemetsk,63.4721,41.7941,-4.62,87,100,5.9,RU,overcast clouds
427,calderitas,18.55,-88.25,25.77,89,12,3.34,MX,light rain
428,zyryanskoye,56.8306,86.6258,-16.22,98,57,2.32,RU,broken clouds
429,pagar alam,-4.0167,103.2667,21.86,92,100,0.75,ID,overcast clouds
430,saacow,1.6279,42.4407,25.96,79,100,2.8,SO,overcast clouds
431,revda,56.801,59.9303,-1.21,95,82,4.57,RU,broken clouds
432,newman,37.3138,-121.0208,18.19,50,56,0.45,US,broken clouds
433,ukiah,39.1502,-123.2078,13.85,46,0,1.54,US,clear sky
434,labuan bajo,-8.4964,119.8877,29.59,66,52,2.88,ID,broken clouds
435,vorkuta,67.5,64.0,-21.64,97,21,2.74,RU,few clouds
436,santa luzia,-19.7697,-43.8514,25.6,63,40,5.14,BR,scattered clouds
437,vila franca do campo,37.7167,-25.4333,17.23,99,32,1.71,PT,scattered clouds
438,zheleznogorsk-ilimskiy,56.5768,104.1217,-22.27,100,99,0.13,RU,overcast clouds
439,fedorovskiy,45.0972,40.9517,0.98,93,100,2.37,RU,light snow
440,lazaro cardenas,17.9583,-102.2,26.69,75,49,1.63,MX,scattered clouds
441,rongelap,11.1635,166.8941,27.86,77,7,9.08,MH,clear sky
442,monroe,43.1501,-77.6831,0.66,65,100,5.14,US,overcast clouds
443,saint-francois,46.4154,3.9054,7.69,94,75,5.66,FR,broken clouds
444,punta del este,-34.9667,-54.95,21.06,93,0,6.17,UY,clear sky
445,sokoni,-6.4333,39.55,26.71,78,36,1.79,TZ,scattered clouds
446,grand-bourg,15.8835,-61.3148,25.97,76,59,7.22,GP,light rain
447,kyren,51.6828,102.1408,-15.59,90,92,0.89,RU,overcast clouds
448,castelo,-20.6036,-41.1847,22.77,96,100,0.34,BR,overcast clouds
449,jimeta,9.2833,12.4667,25.49,31,0,1.54,NG,clear sky
450,forecariah,9.4306,-13.0881,25.2,85,0,1.65,GN,clear sky
451,sitangkai,4.6628,119.3928,27.32,79,100,1.98,PH,overcast clouds
452,thinadhoo,0.5333,72.9333,27.22,76,99,1.64,MV,overcast clouds
453,galveston,29.3669,-94.9669,12.23,58,100,1.34,US,overcast clouds
454,portland,45.5234,-122.6762,7.25,65,0,6.17,US,clear sky
455,atherton,53.5237,-2.4935,6.53,90,100,3.94,GB,overcast clouds
456,ebon,4.582,168.6964,28.44,78,84,7.08,MH,moderate rain
457,val-d'or,48.1002,-77.7828,-4.95,86,100,4.63,CA,overcast clouds
458,parkes,-33.1333,148.1833,23.53,63,78,3.78,AU,light rain
459,mawlamyinegyunn,16.3833,95.2667,22.33,78,100,3.44,MM,overcast clouds
460,chernyshevsk,52.5243,117.0174,-22.23,89,100,0.34,RU,overcast clouds
461,nogliki,51.8333,143.1667,-14.81,72,13,1.34,RU,few clouds
462,howrah,22.5892,88.3103,21.0,78,40,2.06,IN,haze
463,cromwell,41.5951,-72.6454,7.38,67,75,4.63,US,broken clouds
464,queenstown,-31.8976,26.8753,14.82,91,0,0.53,ZA,clear sky
465,muana,-1.5283,-49.2167,24.6,88,99,1.63,BR,overcast clouds
466,colonia,50.9333,6.95,2.64,91,75,3.6,DE,light intensity drizzle rain
467,salekhard,66.53,66.6019,-14.15,96,100,3.57,RU,light snow
468,port macquarie,-31.4333,152.9167,26.05,72,100,2.54,AU,moderate rain
469,ifanadiana,-21.3,47.6333,21.25,92,95,0.55,MG,overcast clouds
470,shubarshi,48.5872,57.1869,4.11,77,100,2.16,KZ,overcast clouds
471,los rastrojos,10.0259,-69.2417,22.6,80,6,0.92,VE,clear sky
472,korenevo,55.6719,38.0078,-1.66,84,100,6.0,RU,overcast clouds
473,salinas,36.6777,-121.6555,18.05,33,0,3.09,US,clear sky
474,boa vista,2.8197,-60.6733,29.99,54,20,2.57,BR,few clouds
475,mugia,43.1041,-9.2179,13.42,88,100,4.16,ES,light rain
476,piacabucu,-10.4056,-36.4344,24.54,86,1,2.94,BR,clear sky
477,paracuru,-3.41,-39.0306,27.28,76,100,4.89,BR,overcast clouds
478,stephenville,32.2207,-98.2023,8.07,56,0,0.0,US,clear sky
479,paramonga,-10.6667,-77.8333,20.0,86,70,3.36,PE,broken clouds
480,santarem,-2.4431,-54.7083,25.07,94,40,0.0,BR,scattered clouds
481,piranhas,-16.4269,-51.8222,25.22,66,12,0.68,BR,few clouds
482,shibata,37.95,139.3333,12.93,76,75,6.69,JP,light intensity shower rain
483,monduli,-3.3,36.45,17.41,87,100,1.89,TZ,overcast clouds
484,yuto,-23.6434,-64.4719,28.02,73,38,0.77,AR,scattered clouds
485,nuevitas,21.5453,-77.2644,24.75,86,10,2.84,CU,clear sky
486,standerton,-26.9337,29.2415,19.78,73,34,2.18,ZA,scattered clouds
487,pangody,65.85,74.4859,-9.02,95,100,4.43,RU,light snow
488,bilmak,47.3624,36.6511,-2.22,75,52,5.0,UA,broken clouds
489,sirte,31.2089,16.5887,16.21,60,56,6.48,LY,broken clouds
490,sisimiut,66.9395,-53.6735,-5.9,94,100,4.92,GL,light snow
491,pierre,44.3683,-100.351,-0.4,73,0,1.34,US,clear sky
492,kirakira,-10.4544,161.9205,29.01,78,100,2.1,SB,moderate rain
493,lincoln,40.8,-96.667,0.95,68,0,3.6,US,clear sky
494,melekeok village,7.4957,134.6367,29.3,75,80,5.2,PW,broken clouds
495,maceio,-9.6658,-35.7353,25.69,88,40,3.6,BR,scattered clouds
496,miles city,46.4083,-105.8406,1.89,48,100,2.6,US,overcast clouds
497,formosa do rio preto,-11.0483,-45.1931,22.3,28,0,1.04,BR,clear sky
498,palapye,-22.546,27.1251,24.74,37,1,3.24,BW,clear sky
499,puerto armuelles,8.2833,-82.8667,27.99,86,96,2.24,PA,overcast clouds
500,malango,-2.9627,119.9001,26.3,67,100,0.99,ID,overcast clouds
501,changji,44.0167,87.3167,1.44,80,75,3.0,CN,mist
502,mthatha,-31.5889,28.7844,16.31,77,4,0.0,ZA,clear sky
503,cornwall,45.0181,-74.7281,2.06,69,100,4.63,CA,overcast clouds
504,kertosono,-7.5833,112.1,29.17,63,96,5.43,ID,overcast clouds
505,taltal,-25.4,-70.4833,18.42,73,6,1.35,CL,clear sky
506,safford,32.834,-109.7076,13.19,39,100,2.83,US,overcast clouds
507,tabas,33.5959,56.9244,13.78,49,92,1.48,IR,overcast clouds
508,belvedere marittimo,39.6179,15.8617,12.29,74,99,7.38,IT,overcast clouds
509,hunstanton,52.95,0.5,6.17,87,94,9.47,GB,overcast clouds
510,abaete,-19.16,-45.4458,23.33,71,100,0.53,BR,overcast clouds
511,nelson bay,-32.7167,152.15,23.39,86,100,4.92,AU,light rain
512,san ignacio,17.1561,-89.0714,25.08,94,100,0.0,BZ,overcast clouds
513,menongue,-14.6585,17.691,17.42,90,83,1.86,AO,broken clouds
514,kargil,34.5667,76.1,-2.06,74,98,1.1,IN,overcast clouds
515,upata,8.0086,-62.3989,25.66,87,43,1.71,VE,scattered clouds
516,berezovo,63.9381,65.0419,-7.53,96,100,2.28,RU,overcast clouds
517,kongsberg,59.6652,9.6465,-8.8,95,100,1.34,NO,overcast clouds
518,villa gesell,-37.2639,-56.973,18.19,88,0,7.77,AR,clear sky
519,yasnyy,51.0333,59.8742,0.01,82,100,5.13,RU,overcast clouds
520,jepelacio,-6.1167,-76.95,17.64,89,14,0.56,PE,few clouds
521,marmolejo,38.0455,-4.1703,10.93,88,76,1.3,ES,broken clouds
522,livingston,55.9029,-3.5226,4.71,89,40,2.57,GB,scattered clouds
523,gardez,33.5974,69.2259,2.83,49,5,2.02,AF,clear sky
524,caraballeda,10.6112,-66.8522,29.04,70,20,2.06,VE,few clouds
525,misawa,40.6836,141.3597,10.34,84,100,4.73,JP,light rain
526,porto novo,6.4965,2.6036,27.9,85,100,2.26,BJ,overcast clouds
527,chester,40.1254,-75.8749,1.63,62,75,3.6,US,broken clouds
528,hun,29.1268,15.9477,13.79,57,58,3.74,LY,broken clouds
529,itambe,-15.245,-40.6244,19.63,75,1,1.03,BR,clear sky
530,hillsboro,45.5229,-122.9898,6.75,65,2,1.34,US,clear sky
531,ulanhot,46.0833,122.0833,-15.57,62,7,3.97,CN,clear sky
532,sinabang,2.4803,96.3801,26.15,84,94,1.68,ID,overcast clouds
533,mezhova,48.2532,36.7347,-2.74,80,14,5.38,UA,few clouds
534,chakari,-18.0629,29.8925,21.26,40,0,1.7,ZW,clear sky
535,kayyerkan,69.3786,87.7439,-21.27,97,94,2.61,RU,overcast clouds
536,fada,9.5667,8.3,21.71,63,6,0.85,NG,clear sky
537,przasnysz,53.0191,20.8803,-7.35,97,37,0.89,PL,scattered clouds
538,guerrero negro,27.9769,-114.0611,20.11,61,99,4.47,MX,overcast clouds
539,holdrege,40.4403,-99.3698,0.95,75,0,1.54,US,clear sky
540,greenville,35.6127,-77.3663,7.01,88,0,0.0,US,clear sky
541,rijau,11.103,5.2507,25.36,42,10,2.95,NG,clear sky
542,krasnoslobodsk,48.7072,44.5714,-1.1,86,20,5.0,RU,few clouds
543,kijang,35.2442,129.2139,7.85,49,12,5.69,KR,few clouds
544,luderitz,-26.6481,15.1594,18.34,74,84,6.73,NA,broken clouds
545,ust-tsilma,65.441,52.1498,-13.55,95,100,1.79,RU,overcast clouds
546,newport,51.5877,-2.9984,7.12,84,33,2.96,GB,scattered clouds
547,bhag,29.0415,67.8239,16.91,43,0,2.02,PK,clear sky
548,fortaleza,-3.7227,-38.5247,28.37,82,40,3.09,BR,scattered clouds
549,udaipur,24.5712,73.6918,16.5,88,0,1.54,IN,clear sky
550,ad dabbah,18.05,30.95,22.03,21,9,5.02,SD,clear sky
551,perumbavoor,10.107,76.4737,24.98,88,75,1.54,IN,mist
552,san felipe,10.3399,-68.7425,22.42,98,45,0.95,VE,scattered clouds
553,dalnerechensk,45.9339,133.7225,-13.66,89,100,3.51,RU,overcast clouds
554,madang,-5.2246,145.7966,31.18,61,90,2.66,PG,overcast clouds
555,olindina,-11.3667,-38.3333,23.3,85,2,4.32,BR,clear sky
556,nabire,-3.3667,135.4833,29.64,67,27,1.53,ID,light rain
557,conduaga,8.862,117.4893,27.8,75,98,1.45,PH,overcast clouds
558,cuamba,-14.8031,36.5372,23.24,65,38,1.01,MZ,scattered clouds
559,nishinoomote,30.7333,131.0,18.31,59,40,10.8,JP,scattered clouds
560,zhanaozen,43.3,52.8,4.87,74,100,9.16,KZ,overcast clouds
561,preobrazheniye,42.9019,133.9064,-2.26,60,98,4.24,RU,overcast clouds
562,siwa oasis,29.2041,25.5195,13.32,55,6,2.33,EG,clear sky
563,az zuwaytinah,30.9522,20.1202,17.87,55,100,8.33,LY,overcast clouds
564,uusikaupunki,60.8004,21.4084,-5.96,81,100,12.3,FI,light snow
565,axim,4.8699,-2.2405,25.44,85,71,1.22,GH,broken clouds
566,sittwe,20.15,92.9,22.38,75,53,3.11,MM,broken clouds
567,jacobina,-11.1806,-40.5183,23.08,43,0,3.54,BR,clear sky
568,ngereklmadel,7.4883,134.4856,28.73,77,35,5.7,PW,scattered clouds
569,kokopo,-4.352,152.2633,27.0,77,72,3.23,PG,broken clouds
570,karangampel,-6.4622,108.4519,27.18,77,100,3.46,ID,overcast clouds
571,bardai,11.65,7.2333,24.42,25,100,3.07,NG,overcast clouds
572,tanggu,39.0211,117.6469,-1.02,23,6,3.6,CN,clear sky
573,east ballina,-28.8667,153.5833,20.92,94,100,1.04,AU,overcast clouds
574,mhamid,29.82,-5.72,14.17,30,12,1.95,MA,few clouds
575,mudukulattur,9.3417,78.5139,24.08,94,100,4.44,IN,overcast clouds
576,sorong,-0.8833,131.25,28.17,72,100,0.86,ID,overcast clouds
577,ardestan,33.3761,52.3694,13.06,36,7,2.61,IR,clear sky
578,nikolayevsk-on-amure,53.1406,140.73,-14.49,64,5,1.91,RU,clear sky
579,la ronge,55.1001,-105.2842,-5.86,86,100,6.17,CA,light snow
580,puerto real,36.5282,-6.1901,11.09,82,0,2.57,ES,clear sky
581,lorengau,-2.0226,147.2712,29.67,69,58,1.31,PG,broken clouds
